algorithm,failure_type,n,f,seed,repetition,leader_elected,leader_correct,leader_agreement,values_committed,values_correct,steps,terminated
bully,byz_active,31,12,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,12,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,12,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,12,42,0,true,true,1.0000,1.0000,1.0000,5461,true
raft_robust,byz_active,31,12,59,1,true,true,1.0000,1.0000,1.0000,4865,true
raft_robust,byz_active,31,12,76,2,true,true,1.0000,1.0000,1.0000,5866,true
raft_robust,byz_active,31,12,93,3,true,true,1.0000,1.0000,1.0000,5794,true
raft_robust,byz_active,31,12,110,4,true,true,1.0000,1.0000,1.0000,4455,true
raft_robust,byz_active,31,12,127,5,true,true,1.0000,1.0000,1.0000,4867,true
raft_robust,byz_active,31,12,144,6,true,true,1.0000,1.0000,1.0000,4958,true
raft_robust,byz_active,31,12,161,7,true,true,1.0000,1.0000,1.0000,4459,true
raft_robust,byz_active,31,12,178,8,true,true,1.0000,1.0000,1.0000,4043,true
raft_robust,byz_active,31,12,195,9,true,true,1.0000,1.0000,1.0000,4452,true
bully,byz_active,31,13,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,13,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,13,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,13,42,0,true,true,1.0000,1.0000,1.0000,6419,true
raft_robust,byz_active,31,13,59,1,true,true,1.0000,1.0000,1.0000,5255,true
raft_robust,byz_active,31,13,76,2,true,true,1.0000,1.0000,1.0000,6238,true
raft_robust,byz_active,31,13,93,3,true,true,1.0000,1.0000,1.0000,5189,true
raft_robust,byz_active,31,13,110,4,true,true,1.0000,1.0000,1.0000,7752,true
raft_robust,byz_active,31,13,127,5,true,true,1.0000,1.0000,1.0000,4747,true
raft_robust,byz_active,31,13,144,6,true,true,1.0000,1.0000,1.0000,5812,true
raft_robust,byz_active,31,13,161,7,true,true,1.0000,1.0000,1.0000,5190,true
raft_robust,byz_active,31,13,178,8,true,true,1.0000,1.0000,1.0000,5182,true
raft_robust,byz_active,31,13,195,9,true,true,1.0000,1.0000,1.0000,4739,true
bully,byz_active,31,14,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,14,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,14,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,14,42,0,true,true,1.0000,1.0000,1.0000,8675,true
raft_robust,byz_active,31,14,59,1,true,true,1.0000,1.0000,1.0000,6633,true
raft_robust,byz_active,31,14,76,2,true,true,1.0000,1.0000,1.0000,7558,true
raft_robust,byz_active,31,14,93,3,true,true,1.0000,1.0000,1.0000,7829,true
raft_robust,byz_active,31,14,110,4,true,true,1.0000,1.0000,1.0000,8764,true
raft_robust,byz_active,31,14,127,5,true,true,1.0000,1.0000,1.0000,5518,true
raft_robust,byz_active,31,14,144,6,true,true,1.0000,1.0000,1.0000,6617,true
raft_robust,byz_active,31,14,161,7,true,true,1.0000,1.0000,1.0000,6071,true
raft_robust,byz_active,31,14,178,8,true,true,1.0000,1.0000,1.0000,8205,true
raft_robust,byz_active,31,14,195,9,true,true,1.0000,1.0000,1.0000,8863,true
bully,byz_active,31,15,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,15,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,15,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,15,42,0,true,true,1.0000,1.0000,1.0000,11619,true
raft_robust,byz_active,31,15,59,1,true,true,1.0000,1.0000,1.0000,12026,true
raft_robust,byz_active,31,15,76,2,true,true,1.0000,1.0000,1.0000,5930,true
raft_robust,byz_active,31,15,93,3,true,true,1.0000,1.0000,1.0000,6421,true
raft_robust,byz_active,31,15,110,4,true,true,1.0000,1.0000,1.0000,8076,true
raft_robust,byz_active,31,15,127,5,true,true,1.0000,1.0000,1.0000,5339,true
raft_robust,byz_active,31,15,144,6,true,true,1.0000,1.0000,1.0000,46858,true
raft_robust,byz_active,31,15,161,7,true,true,1.0000,1.0000,1.0000,11623,true
raft_robust,byz_active,31,15,178,8,true,true,1.0000,1.0000,1.0000,12596,true
raft_robust,byz_active,31,15,195,9,true,true,1.0000,1.0000,1.0000,34195,true
bully,byz_active,31,16,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,16,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,16,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,16,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,17,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,17,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,17,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,18,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,18,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,18,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,19,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,19,195,9,false,false,1.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,42,0,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,59,1,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,76,2,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,93,3,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,110,4,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,127,5,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,144,6,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,161,7,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,178,8,false,false,0.0000,0.0000,0.0000,50000,false
raft_robust,byz_active,31,19,195,9,false,false,0.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,42,0,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,59,1,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,76,2,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,93,3,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,110,4,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,127,5,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,144,6,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,161,7,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,178,8,true,false,1.0000,0.0000,0.0000,50000,false
bully,byz_active,31,20,195,9,true,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,42,0,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,59,1,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,76,2,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,93,3,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,110,4,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,127,5,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,144,6,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,161,7,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,178,8,false,false,1.0000,0.0000,0.0000,50000,false
raft,byz_active,31,20,195,9,false,false,1.0000,0.0000,0.0000,50000,false
